PKey,company_name,state,zip_code,full_time_employees,company_category,business_model,agency_name,agency_abbrev,agency_type,used_by
994,Trulia,CA,94105,500,Housing&RealEstate,Business to Consumer,Department of Agriculture,USDA,Federal,Trulia
995,Trulia,CA,94105,500,Housing&RealEstate,Business to Consumer,Department of Commerce,USDC,Federal,Trulia
996,Trulia,CA,94105,500,Housing&RealEstate,Business to Consumer,Department of Commerce,USDC,Federal,Trulia
997,Trulia,CA,94105,500,Housing&RealEstate,Business to Consumer,Department of Homeland Security,DHS,Federal,Trulia
998,Trulia,CA,94105,500,Housing&RealEstate,Business to Consumer,Department of the Interior,DOI,Federal,Trulia
999,TrustedID,CA,94306,200,Lifestyle&Consumer,Business to Consumer,Multiple government open data sources,,Other,TrustedID
1000,TuvaLabs,NY,10018,10,Education,Business to Government,Multiple government open data sources,,Other,TuvaLabs
1001,Uber,CA,94105,5000,Transportation,Business to Consumer,Department of Commerce,USDC,Federal,Uber
1002,Uber,CA,94105,5000,Transportation,Business to Consumer,Department of Commerce,USDC,Federal,Uber
1003,Uber,CA,94105,5000,Transportation,Business to Consumer,Multiple city and local data sources,,City/County,Uber
1004,Unigo LLC,NY,10016,50,Education,Business to Consumer,Department of Education,ED / DOED,Federal,Unigo LLC
1005,United Mayflower,MO,63122,10,Transportation,Business to Consumer,Department of Commerce,USDC,Federal,United Mayflower
1006,Urban Airship,OR,0,200,Business&LegalServices,Business to Business,Department of Commerce,USDC,Federal,Urban Airship
1007,"Urban Mapping, Inc",CA,94108,10,Geospatial&Mapping,Business to Business,Multiple city and local data sources,,City/County,"Urban Mapping, Inc"
1008,"Urban Mapping, Inc",CA,94108,10,Geospatial&Mapping,Business to Business,Multiple city and local data sources,,City/County,"Urban Mapping, Inc"
1009,US Green Data,MA,2142,10,Energy,Business to Business,Department of Commerce,USDC,Federal,US Green Data
1010,US Green Data,MA,2142,10,Energy,Business to Business,Department of Energy,DOE,Federal,US Green Data
1011,U.S. News Schools,DC,20007,10,Education,Academia,Department of Education,ED / DOED,Federal,U.S. News Schools
1012,U.S. News Schools,DC,20007,10,Education,Academia,Department of Education,ED / DOED,Federal,U.S. News Schools
1013,U.S. News Schools,DC,20007,10,Education,Academia,Department of Health and Human Services,HHS,Federal,U.S. News Schools
1014,USAA Group,TX,78252,10001,Finance&Investment,Business to Consumer,Multiple government open data sources,,Other,USAA Group
1015,USSearch,WA,98009,200,Business&LegalServices,Business to Consumer,Multiple government open data sources,,Other,USSearch
1016,Verdafero,CA,94121,10,Data&Technology,Business to Business,Department of Energy,DOE,Federal,Verdafero
1017,Verdafero,CA,94121,10,Data&Technology,Business to Business,Department of Energy,DOE,Federal,Verdafero
1018,Vimo,CA,94043,200,Insurance,Business to Consumer,Department of Health and Human Services,HHS,Federal,Vimo
1019,"VisualDoD, LLC",VA,20190,10,Aerospace&Defense,Business to Government,Department of Defense,DOD,Federal,"VisualDoD, LLC"
1020,Vital Axiom | Niinja,IL,60610,10,Data&Technology,Business to Government,Department of Defense,DOD,Federal,Vital Axiom | Niinja
1021,VitalChek,TN,37024,200,Governance,Business to Consumer,Multiple government open data sources,,Other,VitalChek
1022,Vitals,NJ,7071,200,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,Vitals
1023,Vizzuality,NY,10013,10,Geospatial&Mapping,Academia,Department of Commerce,USDC,Federal,Vizzuality
1024,Vizzuality,NY,10013,10,Geospatial&Mapping,Academia,Department of Commerce,USDC,Federal,Vizzuality
1025,Votizen,NY,0,10,Governance,Business to Consumer,Multiple city and local data sources,,City/County,Votizen
1026,Walk Score,WA,98105,10,Lifestyle&Consumer,Business to Consumer,Department of Commerce,USDC,Federal,Walk Score
1027,Walk Score,WA,98105,10,Lifestyle&Consumer,Business to Consumer,Department of the Interior,DOI,Federal,Walk Score
1028,Walk Score,WA,98105,10,Lifestyle&Consumer,Business to Consumer,Multiple city and local data sources,,City/County,Walk Score
1029,WaterSmart Software,CA,94107,50,Environment&Weather,Business to Business,Department of Commerce,USDC,Federal,WaterSmart Software
1030,WaterSmart Software,CA,94107,50,Environment&Weather,Business to Business,Department of Commerce,USDC,Federal,WaterSmart Software
1031,WaterSmart Software,CA,94107,50,Environment&Weather,Business to Business,Department of Commerce,USDC,Federal,WaterSmart Software
1032,WattzOn,CA,94040,50,Energy,Business to Consumer,Department of Energy,DOE,Federal,WattzOn
1033,WattzOn,CA,94040,50,Energy,Business to Consumer,U.S. Environmental Protection Agency,EPA,Federal,WattzOn
1034,WattzOn,CA,94040,50,Energy,Business to Consumer,US International Trade Commission,USITC,Federal,WattzOn
1035,Way Better Patents,VA,22124,10,Business&LegalServices,Business to Consumer,Department of Commerce,USDC,Federal,Way Better Patents
1036,Way Better Patents,VA,22124,10,Business&LegalServices,Business to Consumer,Department of Commerce,USDC,Federal,Way Better Patents
1037,Way Better Patents,VA,22124,10,Business&LegalServices,Business to Consumer,Department of the Interior,DOI,Federal,Way Better Patents
1038,Way Better Patents,VA,22124,10,Business&LegalServices,Business to Consumer,General Services Administration,GSA,Federal,Way Better Patents
1039,Way Better Patents,VA,22124,10,Business&LegalServices,Business to Consumer,National Science Foundation,NSF,Federal,Way Better Patents
1040,Way Better Patents,VA,22124,10,Business&LegalServices,Business to Consumer,Multiple federal data sources,,Federal,Way Better Patents
1041,Weather Channel,GA,30339,5000,Environment&Weather,Business to Business,Department of Commerce,USDC,Federal,Weather Channel
1042,Weather Channel,GA,30339,5000,Environment&Weather,Business to Business,Department of Commerce,USDC,Federal,Weather Channel
1043,Weather Decision Technologies,OK,73072,200,Environment&Weather,Business to Business,Department of Commerce,USDC,Federal,Weather Decision Technologies
1044,Weather Underground,CA,94108,200,Environment&Weather,Business to Consumer,Department of Commerce,USDC,Federal,Weather Underground
1045,Weather Underground,CA,94108,200,Environment&Weather,Business to Consumer,Department of Commerce,USDC,Federal,Weather Underground
1046,Weather Underground,CA,94108,200,Environment&Weather,Business to Consumer,Department of Transportation,DOT,Federal,Weather Underground
1047,WebFilings,IA,50010,1000,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,WebFilings
1048,Webitects,IL,60603,50,Data&Technology,Business to Business,California,CA,State,Webitects
1049,Webitects,IL,60603,50,Data&Technology,Business to Business,Chicago,CHI,City/County,Webitects
1050,Webitects,IL,60603,50,Data&Technology,Business to Business,Chicago,CHI,City/County,Webitects
1051,Webitects,IL,60603,50,Data&Technology,Business to Business,Chicago,CHI,City/County,Webitects
1052,WebMD,NY,10011,5000,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,WebMD
1053,Weight Watchers,NY,11753,10001,Lifestyle&Consumer,Business to Consumer,Department of Agriculture,USDA,Federal,Weight Watchers
1054,Weight Watchers,NY,11753,10001,Lifestyle&Consumer,Business to Consumer,Department of Commerce,USDC,Federal,Weight Watchers
1055,WeMakeItSafer,CA,94610,10,Lifestyle&Consumer,Business to Consumer,Department of Agriculture,USDA,Federal,WeMakeItSafer
1056,WeMakeItSafer,CA,94610,10,Lifestyle&Consumer,Business to Consumer,Department of Health and Human Services,HHS,Federal,WeMakeItSafer
1057,WeMakeItSafer,CA,94610,10,Lifestyle&Consumer,Business to Consumer,Department of Transportation,DOT,Federal,WeMakeItSafer
1058,WeMakeItSafer,CA,94610,10,Lifestyle&Consumer,Business to Consumer,US Consumer Product Safety Commission,CPSC,Federal,WeMakeItSafer
1059,Wheaton World Wide Moving,IN,46250,200,Transportation,Business to Consumer,Department of Commerce,USDC,Federal,Wheaton World Wide Moving
1060,Whitby Group,NY,14853,50,Research&Consulting,Business to Consumer,Department of Labor,DOL,Federal,Whitby Group
1061,Whitby Group,NY,14853,50,Research&Consulting,Business to Consumer,Department of Commerce,USDC,Federal,Whitby Group
1062,Whitby Group,NY,14853,50,Research&Consulting,Business to Consumer,Department of Commerce,USDC,Federal,Whitby Group
1063,Whitby Group,NY,14853,50,Research&Consulting,Business to Consumer,Department of Commerce,USDC,Federal,Whitby Group
1064,Whitby Group,NY,14853,50,Research&Consulting,Business to Consumer,Department of Commerce,USDC,Federal,Whitby Group
1065,Wolfram Research,IL,0,1000,Data&Technology,Business to Business,Department of the Interior,DOI,Federal,Wolfram Research
1066,Wolfram Research,IL,0,1000,Data&Technology,Business to Business,Multiple government open data sources,,Other,Wolfram Research
1067,Wolters Kluwer,MN,55402,10001,Business&LegalServices,Business to Business,Multiple government open data sources,,Other,Wolters Kluwer
1068,Workhands,CA,94107,10,Lifestyle&Consumer,Business to Consumer,Multiple government open data sources,,Other,Workhands
1069,Xatori,CA,94025,10,Energy,Business to Consumer,Department of Energy,DOE,Federal,Xatori
1070,Xcential,CA,92024,10,Governance,Business to Government,Multiple government open data sources,,Other,Xcential
1071,xDayta,AZ,85028,10,Data&Technology,Business to Consumer,Multiple government open data sources,,Other,xDayta
1072,Xignite,CA,94402,200,Finance&Investment,Business to Business,Department of Commerce,USDC,Federal,Xignite
1073,Xignite,CA,94402,200,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,Xignite
1074,Yahoo,CA,94089,10001,Lifestyle&Consumer,Business to Business,Multiple government open data sources,,Other,Yahoo
1075,Zebu Compliance Solutions,OH,45662,50,Healthcare,Business to Government,Department of Health and Human Services,HHS,Federal,Zebu Compliance Solutions
1076,Zebu Compliance Solutions,OH,45662,50,Healthcare,Business to Government,Department of Health and Human Services,HHS,Federal,Zebu Compliance Solutions
1077,Zebu Compliance Solutions,OH,45662,50,Healthcare,Business to Government,Department of Health and Human Services,HHS,Federal,Zebu Compliance Solutions
1078,Zebu Compliance Solutions,OH,45662,50,Healthcare,Business to Government,Department of Health and Human Services,HHS,Federal,Zebu Compliance Solutions
1079,Zebu Compliance Solutions,OH,45662,50,Healthcare,Business to Government,Department of Health and Human Services,HHS,Federal,Zebu Compliance Solutions
1080,Zebu Compliance Solutions,OH,45662,50,Healthcare,Business to Government,Multiple government open data sources,,Other,Zebu Compliance Solutions
1081,Yelp,CA,94105,5000,Lifestyle&Consumer,Business to Consumer,Multiple city and local data sources,,City/County,Yelp
1082,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Atlanta,ATL,City/County,YourMapper
1083,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Chicago,CHI,City/County,YourMapper
1084,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Chicago,CHI,City/County,YourMapper
1085,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Chicago,CHI,City/County,YourMapper
1086,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Department of Agriculture,USDA,Federal,YourMapper
1087,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Department of Education,ED / DOED,Federal,YourMapper
1088,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Department of Health and Human Services,HHS,Federal,YourMapper
1089,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Department of Transportation,DOT,Federal,YourMapper
1090,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,District of Columbia,DC,State,YourMapper
1091,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Institute of Museum and Library Services,IMLS,Federal,YourMapper
1092,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Institute of Museum and Library Services,IMLS,Federal,YourMapper
1093,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Kentucky,KY,State,YourMapper
1094,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Kentucky,KY,State,YourMapper
1095,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Kentucky,KY,State,YourMapper
1096,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Louisville,LVL,City/County,YourMapper
1097,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Louisville,LVL,City/County,YourMapper
1098,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Louisville,LVL,City/County,YourMapper
1099,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Louisville,LVL,City/County,YourMapper
1100,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Louisville,LVL,City/County,YourMapper
1101,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Louisville,LVL,City/County,YourMapper
1102,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Louisville,LVL,City/County,YourMapper
1103,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Louisville,LVL,City/County,YourMapper
1104,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,San Francisco,SF,City/County,YourMapper
1105,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,San Francisco,SF,City/County,YourMapper
1106,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,San Francisco,SF,City/County,YourMapper
1107,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,U.S. Environmental Protection Agency,EPA,Federal,YourMapper
1108,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,U.S. Environmental Protection Agency,EPA,Federal,YourMapper
1109,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,U.S. Environmental Protection Agency,EPA,Federal,YourMapper
1110,YourMapper,KY,40204,10,Geospatial&Mapping,Business to Consumer,Multiple city and local data sources,,City/County,YourMapper
1111,Zillow,WA,98101,5000,Housing&RealEstate,Business to Consumer,Department of Labor,DOL,Federal,Zillow
1112,Zillow,WA,98101,5000,Housing&RealEstate,Business to Consumer,Department of Commerce,USDC,Federal,Zillow
1113,Zillow,WA,98101,5000,Housing&RealEstate,Business to Consumer,Federal Housing Finance Agency,FHFA,Federal,Zillow
1114,ZocDoc,NY,10012,1000,Healthcare,Business to Consumer,Department of Commerce,USDC,Federal,ZocDoc
1115,Zonability,TX,78702,50,Housing&RealEstate,Nonprofit,Department of Homeland Security,DHS,Federal,Zonability
1116,Zonability,TX,78702,50,Housing&RealEstate,Nonprofit,Multiple city and local data sources,,City/County,Zonability
1117,Zoner,NY,10018,10,Housing&RealEstate,Nonprofit,New York City,NYC,City/County,Zoner
1118,Zoner,NY,10018,10,Housing&RealEstate,Nonprofit,New York City,NYC,City/County,Zoner
1119,Zoner,NY,10018,10,Housing&RealEstate,Nonprofit,New York City,NYC,City/County,Zoner
1120,Zoner,NY,10018,10,Housing&RealEstate,Nonprofit,New York City,NYC,City/County,Zoner
1121,Zoner,NY,10018,10,Housing&RealEstate,Nonprofit,New York City,NYC,City/County,Zoner
1122,Zoner,NY,10018,10,Housing&RealEstate,Nonprofit,New York City,NYC,City/County,Zoner
1123,Zoner,NY,10018,10,Housing&RealEstate,Nonprofit,New York City,NYC,City/County,Zoner
1124,Zoner,NY,10018,10,Housing&RealEstate,Nonprofit,New York City,NYC,City/County,Zoner
1125,Zurich Insurance (Risk Room),IL,60196,10001,Insurance,Business to Consumer,Multiple federal data sources,,Federal,Zurich Insurance (Risk Room)
1126,ABC1,IL,60196,10,Other,Business to Consumer,Multiple federal data sources,,Federal,ABC
1127,ABC2,NY,60196,10,Other,Business to Business,Multiple federal data sources,,Federal,ABC
1128,ABC3,NY,60196,50,Other,Business to Business,Multiple federal data sources,,Federal,ABC
1129,ABC4,NY,60196,220,Other,Business to Business,Multiple federal data sources,,Federal,ABC
1130,ABC5,NY,60196,510,Other,Business to Government,Multiple federal data sources,,Federal,ABC
1131,ABC6,NY,60196,1050,Other,Business to Government,Multiple federal data sources,,Federal,ABC
1132,ABC7,CA,60196,10,Other,Business to Government,Multiple federal data sources,,Federal,ABC
1133,ABC8,CA,60196,10,Other,Academia,Multiple federal data sources,,Federal,ABC
1134,ABC9,CA,60196,50,Other,Academia,Multiple federal data sources,,Federal,ABC
1135,ABC10,CA,60196,220,Other,Academia,Multiple federal data sources,,Federal,ABC
1136,ABC11,CA,60196,510,Other,Academia,Multiple federal data sources,,Federal,ABC
1137,ABC12,CA,60196,1050,Other,Nonprofit,Multiple federal data sources,,Federal,ABC
1138,ABC13,CA,60196,5100,Other,Nonprofit,Multiple federal data sources,,Federal,ABC
1139,ABC14,CA,60196,10000,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC
1140,ABC15,CA,60196,10001,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC
1141,ABC16,CA,60196,300,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC
1142,ABC17,CA,60196,800,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC
1143,ABC18,TX,60196,10,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC
1144,ABC19,TX,60196,10,Other,Nonprofit,Multiple federal data sources,,Federal,ABC
1145,ABC20,TX,60196,50,Other,Business to Consumer,Multiple federal data sources,,Federal,ABC
1146,ABC21,TX,60196,220,Other,Business to Consumer,Multiple federal data sources,,Federal,ABC
1147,ABC22,TX,60196,510,Other,Business to Business,Multiple federal data sources,,Federal,ABC
1148,ABC23,TX,60196,1050,Other,Business to Business,Multiple federal data sources,,Federal,ABC
1149,ABC24,TX,60196,5100,Other,Business to Business,Multiple federal data sources,,Federal,ABC
1150,ABC25,TX,60196,10000,Other,Business to Business,Multiple federal data sources,,Federal,ABC
1151,ABC26,TX,60196,10001,Other,Business to Government,Multiple federal data sources,,Federal,ABC
1152,ABC27,TX,60196,300,Other,Business to Government,Multiple federal data sources,,Federal,ABC
1153,ABC28,TX,60196,800,Other,Business to Government,Multiple federal data sources,,Federal,ABC
1154,ABC29,TX,60196,10,Other,Business to Government,Multiple federal data sources,,Federal,ABC
1155,ABC30,TX,60196,10,Other,Nonprofit,Multiple federal data sources,,Federal,ABC
1156,ABC31,TX,60196,50,Other,Nonprofit,Multiple federal data sources,,Federal,ABC
1157,ABC32,TX,60196,220,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC
1158,ABC33,TX,60196,510,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC
1159,ABC34,TX,60196,1050,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC
1160,ABC35,TX,60196,5100,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC
1161,ABC36,TX,60196,10000,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC
1162,ABC37,TX,60196,10001,Other,Business to Consumer,Multiple federal data sources,,Federal,ABC
1163,ABC38,TX,60196,300,Other,Business to Business,Multiple federal data sources,,Federal,ABC
