TRUE,company_name,state,zip_code,full_time_employees,company_category,business_model,agency_name,agency_abbrev,agency_type,used_by,dataset_name
876,Social Explorer,NY,10708,50,Data&Technology, Business to Consumer,Department of Labor,DOL,Federal,Social Explorer,Employment and Unemployment
877,Social Explorer,NY,10708,50,Data&Technology, Business to Consumer,Department of Commerce,USDC,Federal,Social Explorer,Decennial Censuses and American Community Survey
878,Social Explorer,NY,10708,50,Data&Technology, Business to Consumer,Department of Commerce,USDC,Federal,Social Explorer,County Business Patterns
879,Social Explorer,NY,10708,50,Data&Technology, Business to Consumer,Department of Commerce,USDC,Federal,Social Explorer,Current Population Survey
880,Social Explorer,NY,10708,50,Data&Technology, Business to Consumer,Department of Commerce,USDC,Federal,Social Explorer,Tiger Files
881,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Department of Commerce,USDC,Federal,Social Health Insights,
882,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Social Health Insights,Obamacare Qualified Health Plan (QHP) Data
883,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Social Health Insights,Hospital Compare
884,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Social Health Insights,CMS: Medicare Hospital Compare Data
885,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Social Health Insights,National Plan and Provider Enumeration System (NPPES)
886,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Social Health Insights,Pillbox Drug Data
887,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Social Health Insights,Value Set Authority Center (VSAC)
888,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Social Health Insights,AHRQ: United States Health Information Knowledgebase (USHIK) for Meaningful Use
889,Social Health Insights,IN,46038,10,Healthcare,Business to Business,District of Columbia,DC,State,Social Health Insights,Multiple transit agencies and bikeshare
890,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Indiana,IN,State,Social Health Insights,FSSA: HER Incentive Program Data
891,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Maryland,MD,State,Social Health Insights,Multiple transit agencies and bikeshare
892,Social Health Insights,IN,46038,10,Healthcare,Business to Business,U.S. Environmental Protection Agency,EPA,Federal,Social Health Insights,
893,Social Health Insights,IN,46038,10,Healthcare,Business to Business,US Consumer Product Safety Commission,CPSC,Federal,Social Health Insights,CPSC Recall Data
894,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Virginia,VA,State,Social Health Insights,Multiple transit agencies and bikeshare
895,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Multiple state data sources,,State,Social Health Insights,
896,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Multiple federal data sources,,Federal,Social Health Insights,USAspending.gov
897,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Multiple federal data sources,,Federal,Social Health Insights,FedBizOpps.gov
898,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Multiple federal data sources,,Federal,Social Health Insights,Campaign Contribution and Lobbying Report
899,SocialEffort Inc,NY,10013,10,Lifestyle&Consumer,Business to Consumer,Multiple government open data sources,,Other,SocialEffort Inc,
900,Socrata,WA,98104,200,Data&Technology,Business to Consumer,Multiple city and local data sources,,City/County,Socrata,
901,Socrata,WA,98104,200,Data&Technology,Business to Consumer,Multiple state data sources,,State,Socrata,
902,Solar Census,CA,0,10,Energy,Business to Business,Department of Commerce,USDC,Federal,Solar Census,
903,Solar Census,CA,0,10,Energy,Business to Business,Department of Energy,DOE,Federal,Solar Census,
904,SolarList,NY,11201,10,Energy,Business to Consumer,Department of Energy,DOE,Federal,SolarList,PVWatts
905,Sophic Systems Alliance,MA,2536,10,ScientificResearch, academia + nonprofit,Department of Health and Human Services,HHS,Federal,Sophic Systems Alliance,The PubChem Project
906,Sophic Systems Alliance,MA,2536,10,ScientificResearch, academia + nonprofit,Department of Health and Human Services,HHS,Federal,Sophic Systems Alliance,FDA Online Label Repository
907,S&P Capital IQ,NY,10041,10000,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,S&P Capital IQ,"Data on public companies, public offerings, filings, screening tools, macroeconomic data"
908,SpaceCurve,WA,98104,50,Data&Technology, Business to Government,Department of Commerce,USDC,Federal,SpaceCurve,
909,SpaceCurve,WA,98104,50,Data&Technology, Business to Government,Department of Commerce,USDC,Federal,SpaceCurve,
910,SpaceCurve,WA,98104,50,Data&Technology, Business to Government,Department of the Interior,DOI,Federal,SpaceCurve,
911,SpaceCurve,WA,98104,50,Data&Technology, Business to Government,Department of Transportation,DOT,Federal,SpaceCurve,
912,SpaceCurve,WA,98104,50,Data&Technology, Business to Government,Multiple government open data sources,,Other,SpaceCurve,
913,SpeSo Health,PA,19103,10,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,SpeSo Health,"Clinical trials, case reports and lab-related research"
914,Spikes Cavell Analytic Inc,VA,20170,50,Data&Technology,Business to Government,Multiple government open data sources,,Other,Spikes Cavell Analytic Inc,
915,Splunk,CA,94107,1000,Data&Technology,Business to Consumer,Multiple government open data sources,,Other,Splunk,
916,Spokeo,CA,91105,200,Lifestyle&Consumer,Business to Consumer,Multiple government open data sources,,Other,Spokeo,
917,SpotCrime,MD,21202,50,Governance, nonprofit,Multiple city and local data sources,,City/County,SpotCrime,local police record
918,SpotHero.com,IL,60654,10,Transportation,Business to Consumer,Multiple government open data sources,,Other,SpotHero.com,
919,Stamen Design,CA,94110,200,Geospatial&Mapping,Business to Business,Multiple city and local data sources,,City/County,Stamen Design,
920,Standard and Poor's,NY,0,10001,Finance&Investment,Business to Consumer,Multiple government open data sources,,Other,Standard and Poor's,
921,State Farm Insurance,IL,61710,10001,Insurance,Business to Consumer,Multiple government open data sources,,Other,State Farm Insurance,
922,Sterling Infosystems,NY,10004,50,Business&LegalServices,Business to Consumer,Multiple government open data sources,,Other,Sterling Infosystems,
923,Stevens Worldwide Van Lines,NJ,7481,500,Transportation,Business to Business,Department of Commerce,USDC,Federal,Stevens Worldwide Van Lines,zipcode data
924,STILLWATER SUPERCOMPUTING INC,CA,95762,50,Research&Consulting,Business to Business,California,CA,State,STILLWATER SUPERCOMPUTING INC,
925,STILLWATER SUPERCOMPUTING INC,CA,95762,50,Research&Consulting,Business to Business,New York,NY,State,STILLWATER SUPERCOMPUTING INC,
926,StockSmart,MA,2142,50,Finance&Investment,Business to Consumer,Securities and Exchange Commission,SEC,Federal,StockSmart,XBRL
927,Stormpulse,TX,78759,10,Environment&Weather,Business to Business,Department of Commerce,USDC,Federal,Stormpulse,National Weather Service National Hurricane Center
928,Stormpulse,TX,78759,10,Environment&Weather,Business to Business,Department of Commerce,USDC,Federal,Stormpulse,NWS Public Alerts
929,StreamLink Software,OH,44115,50,Data&Technology, nonprofit,Multiple government open data sources,,Other,StreamLink Software,
930,"StreetCred Software, Inc",TX,76092,50,Governance,Business to Government,Multiple city and local data sources,,City/County,"StreetCred Software, Inc",County and Local Police Records
931,"StreetCred Software, Inc",TX,76092,50,Governance,Business to Government,Multiple city and local data sources,,City/County,"StreetCred Software, Inc",Municipal Records
932,"StreetCred Software, Inc",TX,76092,50,Governance,Business to Government,Multiple state data sources,,State,"StreetCred Software, Inc",State police records
933,"StreetCred Software, Inc",TX,76092,50,Governance,Business to Government,Multiple state data sources,,State,"StreetCred Software, Inc",Municipal Records
934,StreetEasy,NY,0,50,Housing&RealEstate,Business to Consumer,Multiple city and local data sources,,City/County,StreetEasy,
935,Suddath,NJ,7470,5000,Transportation,Business to Consumer,Department of Commerce,USDC,Federal,Suddath,
936,Symcat,MD,21224,10,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,Symcat,Unified Medical Language System
937,Symcat,MD,21224,10,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,Symcat,National Ambulatory Medical Care Survey
938,Synthicity,CA,94704,10,Housing&RealEstate, Business to Government,Multiple city and local data sources,,City/County,Synthicity,openstreetmap and gtfs
939,Synthicity,CA,94704,10,Housing&RealEstate, Business to Government,Multiple city and local data sources,,City/County,Synthicity,"parcels, buildings, and zoning"
940,T. Rowe Price,MD,21202,200,Finance&Investment,Business to Consumer,Securities and Exchange Commission,SEC,Federal,T. Rowe Price,
941,T. Rowe Price,MD,21202,200,Finance&Investment,Business to Consumer,Multiple federal data sources,,Federal,T. Rowe Price,
942,Tableau Software,WA,98103,5000,Data&Technology,Business to Consumer,Multiple government open data sources,,Other,Tableau Software,
943,TagniFi,FL,33602,10,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,TagniFi,
944,Telenav,CA,94085,1000,Geospatial&Mapping,Business to Consumer,Department of Commerce,USDC,Federal,Telenav,
945,Telenav,CA,94085,1000,Geospatial&Mapping,Business to Consumer,Department of Commerce,USDC,Federal,Telenav,
946,Tendril,CO,80301,200,Energy,Business to Business,Department of Energy,DOE,Federal,Tendril,
947,Teradata,OH,45342,200,Data&Technology,Business to Consumer,Multiple government open data sources,,Other,Teradata,
948,The Advisory Board Company,DC,0,5000,Research&Consulting,Business to Consumer,Department of Education,ED / DOED,Federal,The Advisory Board Company,
949,The Advisory Board Company,DC,0,5000,Research&Consulting,Business to Consumer,Department of Health and Human Services,HHS,Federal,The Advisory Board Company,
950,The Advisory Board Company,DC,0,5000,Research&Consulting,Business to Consumer,Multiple government open data sources,,Other,The Advisory Board Company,
951,The Bridgespan Group,MA,2116,200,Research&Consulting, nonprofit,Multiple government open data sources,,Other,The Bridgespan Group,"Uses data on healthcare, poverty, education, environment, and sustainability"
952,The DocGraph Journal,TX,77004,10,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,The DocGraph Journal,National Plan & Provider Enumeration System (NPPES)
953,The Govtech Fund,CA,94117,200,Finance&Investment,Business to Consumer,Multiple government open data sources,,Other,The Govtech Fund,
954,The Schork Report,PA,19085,10,Energy,Business to Business,Department of Commerce,USDC,Federal,The Schork Report,National Weather Service National Oceanic and Atmospheric Administration (NOAA)
955,The Schork Report,PA,19085,10,Energy,Business to Business,Department of Energy,DOE,Federal,The Schork Report,US Energy Information Administration (EIA)
956,The Vanguard Group,PA,19482,10001,Finance&Investment,Business to Consumer,Department of Labor,DOL,Federal,The Vanguard Group,
957,The Vanguard Group,PA,19482,10001,Finance&Investment,Business to Consumer,Department of Commerce,USDC,Federal,The Vanguard Group,
958,The Vanguard Group,PA,19482,10001,Finance&Investment,Business to Consumer,Federal Reserve Board,FED,Federal,The Vanguard Group,
959,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,California,CA,State,Think Computer Corporation,Various California Superior Courts
960,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,California,CA,State,Think Computer Corporation,Contra Costa County Court
961,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,California,CA,State,Think Computer Corporation,San Bernardino County Court
962,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,California,CA,State,Think Computer Corporation,San Francisco County Court
963,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,California,CA,State,Think Computer Corporation,San Mateo County Court
964,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,California,CA,State,Think Computer Corporation,Santa Cruz County Court
965,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,California,CA,State,Think Computer Corporation,Riverside County Court
966,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Department of Commerce,USDC,Federal,Think Computer Corporation,Google and US Patent and Trademark Office (USPTO)
967,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Department of Commerce,USDC,Federal,Think Computer Corporation,Patent Applications
968,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Department of Commerce,USDC,Federal,Think Computer Corporation,Patent Assignments
969,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Department of Commerce,USDC,Federal,Think Computer Corporation,Trademark Assignments
970,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Department of Commerce,USDC,Federal,Think Computer Corporation,Trademark Trial and Appeal Board
971,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Department of the Treasury,,Federal,Think Computer Corporation,
972,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Administrative Office of the United States Courts,AO,Federal,Think Computer Corporation,Public Access to Court Electronic Records (PACER) via RECAP The Law
973,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Multiple state data sources,,State,Think Computer Corporation,
974,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Multiple federal data sources,,Federal,Think Computer Corporation,United States Supreme Court
975,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Multiple federal data sources,,Federal,Think Computer Corporation,Government Printing Office (GPO)
976,Thinknum,NY,10036,10,Finance&Investment,Business to Consumer,Department of Labor,DOL,Federal,Thinknum,
977,Thinknum,NY,10036,10,Finance&Investment,Business to Consumer,Department of Commerce,USDC,Federal,Thinknum,
978,Thinknum,NY,10036,10,Finance&Investment,Business to Consumer,Federal Housing Finance Agency,FHFA,Federal,Thinknum,
979,Thinknum,NY,10036,10,Finance&Investment,Business to Consumer,Federal Reserve Board,FED,Federal,Thinknum,
980,Thinknum,NY,10036,10,Finance&Investment,Business to Consumer,Securities and Exchange Commission,SEC,Federal,Thinknum,
981,Thomson Reuters,NY,10036,10001,Business&LegalServices,Business to Consumer,Multiple government open data sources,,Other,Thomson Reuters,"Uses federal, state, and local data: public business locators, assets (real estate, motor vehicles, watercraft, and aircraft), licenses, filings (corporation, UCC, civil and criminal), court records (bankruptcies, foreclosures, marriages and divorces, judgments and liens), and sanctions (health care providers, OSHA inspection reports, etc.)"
982,TopCoder,CA,94102,200,Data&Technology,Business to Consumer,Multiple government open data sources,,Other,TopCoder,"Uses datasets related to health, energy and earth sciences"
983,TopCoder,CA,94102,200,Data&Technology,Business to Consumer,Multiple federal data sources,,Federal,TopCoder,
984,TowerData,CA,60201,50,Data&Technology,Business to Business,Multiple government open data sources,,Other,TowerData,Uses public records like voter files and marriage licenses.
985,TransparaGov,DC,0,50,Governance, Business to Government,Multiple city and local data sources,,City/County,TransparaGov,
986,TransparaGov,DC,0,50,Governance, Business to Government,Multiple state data sources,,State,TransparaGov,
987,TransUnion,IL,60661,5000,Business&LegalServices,Business to Consumer,Department of Homeland Security,DHS,Federal,TransUnion,
988,TrialTrove,NY,10017,200,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,TrialTrove,Clinical Trials
989,TrialX,NY,10002,10,Healthcare, academia + nonprofit,Department of Health and Human Services,HHS,Federal,TrialX,Clinicaltrials
990,TrialX,NY,10002,10,Healthcare, academia + nonprofit,Department of Health and Human Services,HHS,Federal,TrialX,health data dot gov
991,TrialX,NY,10002,10,Healthcare, academia + nonprofit,Department of Health and Human Services,HHS,Federal,TrialX,
992,Trintech,TX,75001,200,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,Trintech,
993,TrueCar,CA,90401,500,Transportation,Business to Consumer,Multiple state data sources,,State,TrueCar,uses state vehicle-registration offices data
994,Trulia,CA,94105,500,Housing&RealEstate,Business to Consumer,Department of Agriculture,USDA,Federal,Trulia,Forest Service Wildfire Map
995,Trulia,CA,94105,500,Housing&RealEstate,Business to Consumer,Department of Commerce,USDC,Federal,Trulia,Tornado Map
996,Trulia,CA,94105,500,Housing&RealEstate,Business to Consumer,Department of Commerce,USDC,Federal,Trulia,Hurricane Research Division Hurricane Map
997,Trulia,CA,94105,500,Housing&RealEstate,Business to Consumer,Department of Homeland Security,DHS,Federal,Trulia,Flood Map
998,Trulia,CA,94105,500,Housing&RealEstate,Business to Consumer,Department of the Interior,DOI,Federal,Trulia,Earthquake Map
999,TrustedID,CA,94306,200,Lifestyle&Consumer, Business to Consumer,Multiple government open data sources,,Other,TrustedID,
1000,TuvaLabs,NY,10018,10,Education, Business to Government,Multiple government open data sources,,Other,TuvaLabs,
1001,Uber,CA,94105,5000,Transportation,Business to Consumer,Department of Commerce,USDC,Federal,Uber,
1002,Uber,CA,94105,5000,Transportation,Business to Consumer,Department of Commerce,USDC,Federal,Uber,
1003,Uber,CA,94105,5000,Transportation,Business to Consumer,Multiple city and local data sources,,City/County,Uber,Uses demographic data and local crime data.
1004,Unigo LLC,NY,10016,50,Education,Business to Consumer,Department of Education,ED / DOED,Federal,Unigo LLC,
1005,United Mayflower,MO,63122,10,Transportation, Business to Consumer,Department of Commerce,USDC,Federal,United Mayflower,zipcode data
1006,Urban Airship,OR,0,200,Business&LegalServices,Business to Business,Department of Commerce,USDC,Federal,Urban Airship,
1007,"Urban Mapping, Inc",CA,94108,10,Geospatial&Mapping,Business to Business,Multiple city and local data sources,,City/County,"Urban Mapping, Inc",Neighborhood Boundaries
1008,"Urban Mapping, Inc",CA,94108,10,Geospatial&Mapping,Business to Business,Multiple city and local data sources,,City/County,"Urban Mapping, Inc",Airport Noise Contours
1009,US Green Data,MA,2142,200,Energy,Business to Consumer,Department of Commerce,USDC,Federal,US Green Data,
1010,US Green Data,MA,2142,200,Energy,Business to Consumer,Department of Energy,DOE,Federal,US Green Data,"Uses energy efficiency and renewable energy incentives, rebates, tax credits, and policies available to a specific address, zip code, or across a portfolio of multiple locations"
1011,U.S. News Schools,DC,20007,200,Education,Business to Consumer,Department of Education,ED / DOED,Federal,U.S. News Schools,Common core of data
1012,U.S. News Schools,DC,20007,200,Education,Business to Consumer,Department of Education,ED / DOED,Federal,U.S. News Schools,Common core of data
1013,U.S. News Schools,DC,20007,200,Education,Business to Consumer,Department of Health and Human Services,HHS,Federal,U.S. News Schools,
1014,USAA Group,TX,78252,10001,Finance&Investment,Business to Consumer,Multiple government open data sources,,Other,USAA Group,
1015,USSearch,WA,98009,200,Business&LegalServices, Business to Consumer,Multiple government open data sources,,Other,USSearch,"Uses government records, civil records, criminal records, property ownership data, court documents"
1016,Verdafero,CA,94121,10,Data&Technology,Business to Consumer,Department of Energy,DOE,Federal,Verdafero,Energy Star Portfolio Manager
1017,Verdafero,CA,94121,10,Data&Technology,Business to Consumer,Department of Energy,DOE,Federal,Verdafero,Green Button
1018,Vimo,CA,94043,200,Insurance,Business to Consumer,Department of Health and Human Services,HHS,Federal,Vimo,
1019,"VisualDoD, LLC",VA,20190,10,Aerospace&Defense, Business to Government,Department of Defense,DOD,Federal,"VisualDoD, LLC",
1020,Vital Axiom | Niinja,IL,60610,10,Data&Technology, Business to Government,Department of Defense,DOD,Federal,Vital Axiom | Niinja,
1021,VitalChek,TN,37024,200,Governance,Business to Consumer,Multiple government open data sources,,Other,VitalChek,Uses a wide range of government certified vital records.
1022,Vitals,NJ,7071,200,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,Vitals,
1023,Vizzuality,NY,10013,10,Geospatial&Mapping, academia,Department of Commerce,USDC,Federal,Vizzuality,Open Street Map
1024,Vizzuality,NY,10013,10,Geospatial&Mapping, academia,Department of Commerce,USDC,Federal,Vizzuality,US Census Bureau
1025,Votizen,NY,0,10,Governance,Business to Consumer,Multiple city and local data sources,,City/County,Votizen,
1026,Walk Score,WA,98105,10,Lifestyle&Consumer, Business to Consumer,Department of Commerce,USDC,Federal,Walk Score,
1027,Walk Score,WA,98105,10,Lifestyle&Consumer, Business to Consumer,Department of the Interior,DOI,Federal,Walk Score,
1028,Walk Score,WA,98105,10,Lifestyle&Consumer, Business to Consumer,Multiple city and local data sources,,City/County,Walk Score,
1029,WaterSmart Software,CA,94107,50,Environment&Weather,Business to Business,Department of Commerce,USDC,Federal,WaterSmart Software,
1030,WaterSmart Software,CA,94107,50,Environment&Weather,Business to Business,Department of Commerce,USDC,Federal,WaterSmart Software,
1031,WaterSmart Software,CA,94107,50,Environment&Weather,Business to Business,Department of Commerce,USDC,Federal,WaterSmart Software,
1032,WattzOn,CA,94040,50,Energy, Business to Consumer,Department of Energy,DOE,Federal,WattzOn,
1033,WattzOn,CA,94040,50,Energy, Business to Consumer,U.S. Environmental Protection Agency,EPA,Federal,WattzOn,
1034,WattzOn,CA,94040,50,Energy, Business to Consumer,US International Trade Commission,USITC,Federal,WattzOn,
1035,Way Better Patents,VA,22124,10,Business&LegalServices, Business to Consumer,Department of Commerce,USDC,Federal,Way Better Patents,USPTO Bulk Patent Downloads
1036,Way Better Patents,VA,22124,10,Business&LegalServices, Business to Consumer,Department of Commerce,USDC,Federal,Way Better Patents,Geographic Data
1037,Way Better Patents,VA,22124,10,Business&LegalServices, Business to Consumer,Department of the Interior,DOI,Federal,Way Better Patents,
1038,Way Better Patents,VA,22124,10,Business&LegalServices, Business to Consumer,General Services Administration,GSA,Federal,Way Better Patents,Federal Procurement Data System
1039,Way Better Patents,VA,22124,10,Business&LegalServices, Business to Consumer,National Science Foundation,NSF,Federal,Way Better Patents,NSF R&D Data
1040,Way Better Patents,VA,22124,10,Business&LegalServices, Business to Consumer,Multiple federal data sources,,Federal,Way Better Patents,USPS
1041,Weather Channel,GA,30339,5000,Research&Consulting,Business to Consumer,Department of Commerce,USDC,Federal,Weather Channel,
1042,Weather Channel,GA,30339,5000,Research&Consulting,Business to Consumer,Department of Commerce,USDC,Federal,Weather Channel,
1043,Weather Decision Technologies,OK,73072,200,Environment&Weather,Business to Business,Department of Commerce,USDC,Federal,Weather Decision Technologies,
1044,Weather Underground,CA,94108,200,Environment&Weather, Business to Consumer,Department of Commerce,USDC,Federal,Weather Underground,
1045,Weather Underground,CA,94108,200,Environment&Weather, Business to Consumer,Department of Commerce,USDC,Federal,Weather Underground,
1046,Weather Underground,CA,94108,200,Environment&Weather, Business to Consumer,Department of Transportation,DOT,Federal,Weather Underground,
1047,WebFilings,IA,50010,1000,Finance&Investment,Business to Consumer,Securities and Exchange Commission,SEC,Federal,WebFilings,
1048,Webitects,IL,60603,50,Data&Technology, academia + nonprofit,California,CA,State,Webitects,California Criminal Justice Data by County
1049,Webitects,IL,60603,50,Data&Technology, academia + nonprofit,Chicago,CHI,City/County,Webitects,Chicago Lobbyist Information
1050,Webitects,IL,60603,50,Data&Technology, academia + nonprofit,Chicago,CHI,City/County,Webitects,Various Chicago Public School Data Sets
1051,Webitects,IL,60603,50,Data&Technology, academia + nonprofit,Chicago,CHI,City/County,Webitects,Chicago Crime
1052,WebMD,NY,10011,5000,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,WebMD,
1053,Weight Watchers,NY,11753,10001,Lifestyle&Consumer,Business to Consumer,Department of Agriculture,USDA,Federal,Weight Watchers,National nutrient database
1054,Weight Watchers,NY,11753,10001,Lifestyle&Consumer,Business to Consumer,Department of Commerce,USDC,Federal,Weight Watchers,zipcode data
1055,WeMakeItSafer,CA,94610,10,Lifestyle&Consumer,Business to Consumer,Department of Agriculture,USDA,Federal,WeMakeItSafer,
1056,WeMakeItSafer,CA,94610,10,Lifestyle&Consumer,Business to Consumer,Department of Health and Human Services,HHS,Federal,WeMakeItSafer,
1057,WeMakeItSafer,CA,94610,10,Lifestyle&Consumer,Business to Consumer,Department of Transportation,DOT,Federal,WeMakeItSafer,
1058,WeMakeItSafer,CA,94610,10,Lifestyle&Consumer,Business to Consumer,US Consumer Product Safety Commission,CPSC,Federal,WeMakeItSafer,
1059,Wheaton World Wide Moving,IN,46250,200,Transportation, Business to Consumer,Department of Commerce,USDC,Federal,Wheaton World Wide Moving,zipcode data
1060,Whitby Group,NY,14853,50,Research&Consulting,Business to Consumer,Department of Labor,DOL,Federal,Whitby Group,Consumer Price Index
1061,Whitby Group,NY,14853,50,Research&Consulting,Business to Consumer,Department of Commerce,USDC,Federal,Whitby Group,Quality Controlled Local Climatological Data
1062,Whitby Group,NY,14853,50,Research&Consulting,Business to Consumer,Department of Commerce,USDC,Federal,Whitby Group,Quality Controlled Local Climatological Data
1063,Whitby Group,NY,14853,50,Research&Consulting,Business to Consumer,Department of Commerce,USDC,Federal,Whitby Group,TIGER Shapefiles
1064,Whitby Group,NY,14853,50,Research&Consulting,Business to Consumer,Department of Commerce,USDC,Federal,Whitby Group,American FactFinder
1065,Wolfram Research,IL,0,1000,Data&Technology,Business to Consumer,Department of the Interior,DOI,Federal,Wolfram Research,
1066,Wolfram Research,IL,0,1000,Data&Technology,Business to Consumer,Multiple government open data sources,,Other,Wolfram Research,
1067,Wolters Kluwer,MN,55402,10001,Business&LegalServices,Business to Consumer,Multiple government open data sources,,Other,Wolters Kluwer,"Uses legal data such as rules, regulations, and other primary law for all 50 states and federal jurisdictions"
1068,Workhands,CA,94107,200,Lifestyle&Consumer,Business to Consumer,Multiple government open data sources,,Other,Workhands,Uses geographical and jobs data.
1069,Xatori,CA,94025,10,Energy,Business to Consumer,Department of Energy,DOE,Federal,Xatori,
1070,Xcential,CA,92024,10,Governance,Business to Government,Multiple government open data sources,,Other,Xcential,Office of the Law Revision Council United States Code
1071,xDayta,AZ,85028,10,Data&Technology,Business to Consumer,Multiple government open data sources,,Other,xDayta,
1072,Xignite,CA,94402,200,Finance&Investment,Business to Business,Department of Commerce,USDC,Federal,Xignite,
1073,Xignite,CA,94402,200,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,Xignite,insider data and holdings data
1074,Yahoo,CA,94089,10001,Lifestyle&Consumer,Business to Consumer,Multiple government open data sources,,Other,Yahoo,
1075,Zebu Compliance Solutions,OH,45662,50,Healthcare, Business to Government,Department of Health and Human Services,HHS,Federal,Zebu Compliance Solutions,US Department of Health and Human Services (HHS) Office of Inspector General List of Excluded Individuals/Entities (LEIE) Database
1076,Zebu Compliance Solutions,OH,45662,50,Healthcare, Business to Government,Department of Health and Human Services,HHS,Federal,Zebu Compliance Solutions,US Department of Health and Human Services (HHS) National Drug Code Directory
1077,Zebu Compliance Solutions,OH,45662,50,Healthcare, Business to Government,Department of Health and Human Services,HHS,Federal,Zebu Compliance Solutions,Centers for Medicare & Medicaid Services (CMS) National Plan and Provider Enumeration System (NPPES)
1078,Zebu Compliance Solutions,OH,45662,50,Healthcare, Business to Government,Department of Health and Human Services,HHS,Federal,Zebu Compliance Solutions,US Food and Drug Administration (FDA) Establishment Registration and Medical Device Listing Files
1079,Zebu Compliance Solutions,OH,45662,50,Healthcare, Business to Government,Department of Health and Human Services,HHS,Federal,Zebu Compliance Solutions,US Department of Health and Human Services (HHS) National Drug Code Directory
1080,Zebu Compliance Solutions,OH,45662,50,Healthcare, Business to Government,Multiple government open data sources,,Other,Zebu Compliance Solutions,System for Award Management Exclusions Data
1081,Yelp,CA,94105,5000,Lifestyle&Consumer,Business to Consumer,Multiple city and local data sources,,City/County,Yelp,Uses restaurant health inspection data.
1082,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Atlanta,ATL,City/County,YourMapper,Crime
1083,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Chicago,CHI,City/County,YourMapper,Crime
1084,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Chicago,CHI,City/County,YourMapper,Building Permits
1085,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Chicago,CHI,City/County,YourMapper,Health Inspections
1086,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Department of Agriculture,USDA,Federal,YourMapper,Farmers Markets
1087,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Department of Education,ED / DOED,Federal,YourMapper,Public School Info
1088,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Department of Health and Human Services,HHS,Federal,YourMapper,Nursing Home Ratings
1089,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Department of Transportation,DOT,Federal,YourMapper,Bridge Structural Safety
